word,count
distinction,9
empathize,4
others40Sobel,1
wild,2
playgetting,1
dirty,2
climbing,1
trees,2
building,8
forts,1
immersing,1
He,29
critiques,2
cultivation,2
invite,1
mud,2
pies,1
climb,1
catch,2
frogs,1
paint,1
faces,1
charcoal,1
hands,1
feet,1
wet,1
trail,1
fun41Sobel,1
calls,2
foremost,2
Ecophobia,2
Reclaiming,2
Heart,3
flourish,1
empowered,1
save,2
it40EcopedagogyeditEcopedagogy,1
empowers,1
connections,4
contribute,5
destruction,1
andcriticallyto,1
transformational,1
praxis5Ecopedagogy,1
curricula,10
empower,3
examine,4
infrastructural,1
privileges,3
infrastructures,1
shaped,5
power42ArtseditBoth,1
making6,1
viewing43,1
visual,4
Notable,2
artists,1
Andy,1
Goldworthy,1
Chris,4
Jordan,2
Agnes,2
Denes,1
Clifford,1
Ross44Music,1
dance,1
theater,2
poetry,1
empathy45LiteratureeditChildrens,1
empathy7,1
featuring,2
characters46,1
Schoolyard,2
Series47a,1
collection,3
childrens,12
Foundations,5
Long,2
Term,2
LTER,4
networkwith,1
scientists,1
illustrations,1
readers,4
empathic,10
connectionOther,1
cited,4
Holm48,1
Lorax,1
Washing,2
Willow,2
Tree,3
Loon49,1
Hoot50,1
Flush51,1
Wheel,2
School,51
Missing,4
Gator,2
Gumbo,2
Limbo52,1
Empty,2
Lot53,1
Kapok,1
Just,4
Dream54,1
Forever,2
Forest,3
Save,3
Tropical,2
Treasure55For,1
genre,4
reflection,3
strengthening,2
imagination,1
skills56,1
Affective,2
Ecologies,3
Alexa,2
Weik,2
Mossner,2
embodied,1
cognition,2
elicited,1
narratives,1
humannature,1
profound,2
way57FilmeditNumerous,1
films,1
attention,4
examples,4
11th,1
Hour,1
Angry,2
Inuk,1
Anthropocene,1
Human,20
Epoch,1
Food,1
An,58
Inconvenient,1
Truth,4
Cove,1
Redwoods,1
Story,2
Stuff,1
True,1
Cost8Future,1
scenarioseditFuture,1
elicit,2
Jessica,7
Blythe,2
ocean,2
presented,8
written,5
virtual,1
format,2
postempathy,1
conditions9Pessimistic,1
tend,10
empathy9,1
optimistic,1
empowerment58Scenario,1
presentation,1
representations,2
strategic,3
questioningdesigned,1
provoke,2
creativity,6
decisionmaking59Future,1
museums,4
visitors,3
solutions,3
life60Ecological,1
storytellingeditParticipatory,1
storytelling,6
promotes,6
cocreate,1
animal,12
Projecting,1
combining,1
actors,2
planet,1
critical,23
selfreflective,1
construction,2
designers,1
stakeholders10Indigenous,1
approacheseditEducators,1
integration,6
indigenous,4
Activities,4
connecting,3
perspectives,5
theyre,1
lives,6
outdoors,2
freely,1
foundation,4
learning11Indigenous,1
transfer,5
cultures,3
siblings,1
eldersthrough,1
rituals,1
ceremonies,1
lecture,1
schools61Indigenous,1
Celidwen,2
Keltner,2
explain,5
Peoples,4
recover,1
recontextualize,1
ongoing,7
cocreation,1
restoring,1
oriented,2
reverence,1
resilient,1
communities62Parenting,1
practiceseditParents,1
Rachel,4
Carsons,1
Sense,1
Wonder,1
writes,1
adventures,1
grandnephew,1
whothrough,1
wonderhelps,1
discover,5
Carson,2
companionship,1
joy,1
beauty,1
nature12Empathy,1
animalseditA,1
nonhuman,2
animals13One,1
nurturing,3
transference,1
humans63Indeed,1
andon,1
flip,1
sideengaging,1
acts,2
cruelty,1
antisocial,1
humans64,1
shooters,1
Arluke,2
Madfis,2
abusing,1
animals65Humane,1
intervention,3
animalsin,1
zoo,2
farm,3
wildAnimals,1
zoos,1
aquariumseditWharton,1
al16,1
marine,1
lifeFramingusing,1
names,3
pronouns,1
conveys,1
individualityModelingshowing,1
treat,1
compassion,4
careIncreasing,1
Knowledgehelping,1
experiencesPracticegive,1
caring,2
acting,2
feedback,5
appropriately,1
careProviding,1
Experiencesallow,1
environments,3
interact,5
animalsImaginationencourage,1
moment,2
animalSarah,1
Webber,2
observing,3
orangutans,3
interacting,1
digital,3
interface,1
floor,2
enclosure,1
responded,2
motor,4
interactive,4
projection,1
artwork,1
exhibit,1
observe,2
upclose,1
witness,1
preferences,1
behaviors15In,1
smallscale,1
evaluation,1
zoobased,1
preschool,2
Ernst,2
Budnik,2
sharing,1
perspectivetaking,1
component66Companion,1
animalseditKhalid,1
Naqvi,2
attachment,5
empathy67,1
corroborated,1
Daly,4
Morton,3
attached,2
pets,3
preferred,3
cats,1
dogs,2
otheras,1
owned,4
bothwere,1
one68Robert,1
Poresky,2
correlated,2
bond,1
children69Rothgerber,1
Mican,2
subsequently,3
avoided,2
meat,20
indirect,4
apologetic,1
justifications,1
eat,3
mediated,2
animals70A,1
humane,6
humananimal,2
interactions,4
facilitates,2
children147163,1
Humane,5
strategy,6
combat,1
violencereducing,1
aggression,1
animals7273Further,1
Classroom,9
petFarmed,1
animalseditPsychologist,1
Melanie,3
Joy,3
carnism7475,1
eating,3
paradox,2
consume,1
researchers,8
Piazza,2
refer,6
4Ns,2
justify,1
consumption,10
Necessary,1
Natural,5
Normal,1
Nice76Research,1
Loughnan,3
masculinity,1
inequality,3
acceptable,2
dissimilar,1
pain,4
meat77Megan,1
Earle,2
reminders,1
origins,1
photos,1
decreased,6
disgust,1
decrease,6
vegetarians,1
vegans78In,1
metaanalysis,10
evaluating,1
Mathur,3
appeals,1
welfare,6
successful,19
achieving,3
shortterm,1
selfreport,1
intentions,2
behavior79While,1
selfreported,1
susceptible,1
desirability,1
bias,3
validity,1
facial,3
Ly,3
Weary,2
viewed,2
undergoing,2
procedures,1
industrial,2
farming80In,1
dairy,1
disagreement,1
statement,1
skin,1
lesions,1
cows81Organizations,1
Roots,1
Society,23
Farm,1
Sanctuary,1
Mercy,1
Animals,5
educate,3
broader,2
factory,1
farming,2
farmed,1
animals8283Further,1
Psychology,23
Ethics,7
meatWild,1
animalseditWith,1
globalization,2
transnational,1
wildlife,5
proliferated84,1
Dan,2
Yue,2
texts,4
depicting,2
poaching,1
anthropomorphic,2
tiger,2
cub,1
mother,6
poachers18,1
boosted,1
intention,1
avoid,4
consuming,2
products,1
bone,1
wineKansky,1
Maassarani,2
implementation,8
nonviolent,2
NVC,1
workshops,1
Namibia85Ashley,1
Young,11
offer,12
cultivating,4
including86Providing,1
ample,1
natureRespecting,1
picking,2
resisting,3
picked,1
demonstrating,1
fearActing,1
appropriate,10
interactionsActivating,1
imaginations,1
roleplaying,1
mimicry,1
animalsSee,1
alsoeditEnvironmental,1
protectionHistory,1
politicsReferencesedit,1
Figueredo,1
Aurelio,1
Jos,2
Steklis,1
Netzin,1
Gerald,1
PeaherreraAguirre,1
Mateo,1
Fernandes,1
Heitor,1
Barcellos,1
Ferreira,3
Toms,1
Cabeza,1
Salmon,1
Catherine,6
Chaves,1
Mara,4
Gabriela,1
Hernndez,1
Araya,1
Siu,1
Fong,1
Acn,1
PrezRamos,1
Marisol,1
Armenta,1
Martha,2
Fras,1
Verdugo,1
Vctor,1
Corral,1
Aragons,1
Juan,2
Ignacio,1
Sevillano,1
Vernica,1
20221123,1
harm,1
avoidance,2
HumanAnimal,1
Interactions,1
doi101079hai20220021,1
ISSN29579538,1
S2CID253863658,1
Litong,1
Sheng,2
Guanghua,1
She,12
Shengxiang,1
Xu,2
Jiaqi,1
20220806,1
Impact,10
Consumer,1
47,8
652668,1
doi101111ijcs12856,1
ISSN14706423,1
S2CID251148144,1
f,17
g,15
KimPong,2
35,3
92104,1
doi101016jjenvp201305004,1
ISSN02724944,3
LotzSisitka,1
Heila,1
Fien,1
Ketlhoilwe,1
Mphemelang,1
20130502,1
Traditions,2
Niches,1
Handbook,15
pp194205,1
doi104324978020381333136,1
ISBN9780203813331,1
retrieved,6
20231124,6
Misiaszek,1
Greg,2
Ecopedagogy,1
Teaching,21
Planetary,1
Justice,28
Sustainable,11
Publishing,39
Sunassee,1
Asvina,1
Bokhoree,1
Chandradeo,1
Patrizio,1
Andrew,6
20210520,1
Environment,6
EcoArt,1
PlaceBased,1
214247,1
doi103390ecologies2020013,1
ISSN26734133,1
McKnight,1
Diane,2
M,42
Overcoming,1
ecophobia,1
narrative,1
Frontiers,7
Ecology,3
Bibcode2010FrEE8E10M,1
doi101890100041,1
ISSN15409295,1
Charmaine,1
20231022,1
Best,5
Films,1
EarthOrg,1
20231130,4
Baird,1
Julia,4
Bennett,1
Nathan,3
Gillian,1
Nash,1
Kirsty,1
L,41
Pickering,1
Gary,4
Wabnitz,1
Colette,2
20210904,1
Fostering,3
People,6
12841296,1
Bibcode2021PeoNa31284B,1
doi101002pan310253,1
ISSN25758314,1
S2CID239074200,1
Talgorn,1
Elise,2
Ullerup,1
Helle,1
20230510,2
Invoking,1
Planet,2
Participatory,1
Storytelling,2
HumanCentered,1
PlanetCentered,1
Sustainability,4
7794,1
doi103390su15107794,1
ISSN20711050,2
Infusing,1
approaches,9
elementary,10
classroom,18
Toronto,10
TSpace,1
Repository,1
wonder,1
1sted,1
HarperCollins,6
Moran,1
Stephanie,1
Citizen,1
103108,1
Jalongo,1
Renck,1
20130621,1
Early,17
Childhood,15
Definitions,5
Rationale,1
Outcomes,6
Compassion,1
Educating,8
Child,12
vol8,1
Dordrecht,1
Springer,34
pp321,1
doi10100797894007692291,1
ISBN9789400769212,1
Carter,4
Marcus,2
Sherwen,1
Sally,3
Smith,9
Wally,1
Joukhadar,1
Zaher,1
Vetere,1
Frank,4
20170502,1
Kinecting,1
Orangutans,1
Zoo,1
Visitors,1
Empathetic,1
Responses,3
Interactive,1
CHI,1
Conference,10
Factors,8
Computing,1
NY,2
USA,11
ACM,1
pp60756088,1
doi10114530254533025729,1
ISBN9781450346559,1
S2CID12401656,1
Wharton,2
Jim,3
Khalil,2
Kathayoon,2
Fyfe,1
Catie,1
Ashley,2
20180629,7
Effective,5
Practices,9
Towards,3
Marine,3
Exemplary,1
Cham,3
pp157168,1
doi101007978331990778910,1
ISBN9783319907772,1
S2CID150021484,1
Maya,3
B,16
Peacock,2
Jacob,3
Reichling,2
Nadler,2
Janice,3
Bain,2
Gardner,6
Robinson,4
20210421,2
appealing,2
Metaanalysis,3
evidencebased,4
recommendations,4
Appetite,4
164,2
doi1031219osfiobc2wy,2
PMC9205607,2
PMID33984401,2
20231210,2
Tong,1
Zepeng,1
Tian,1
Jianchi,1
Li,5
Yang,2
Zhang,3
Linxiu,1
Sun,2
Yan,3
20210330,1
Anthropomorphic,1
Strategies,6
Promote,3
Wildlife,3
Conservation,3
Moderation,1
Role,10
Public,33
Epidemic,1
Situation,2
Health,22
3565,1
doi103390ijerph18073565,1
ISSN16604601,3
PMC8037496,1
PMID33808181,1
Fido,1
Dean,6
Miles,5
Mediates,1
Relationship,11
Between,11
Connectedness,2
Callous,1
Uncaring,1
Traits,1
Ecopsychology,1
130137,1
doi101089eco20180071,1
ISSN19429347,1
WILSON,1
EDWARD,1
O,2
20090630,1
Harvard,3
doi102307jctvk12s6h,1
ISBN9780674045231,1
Berto,1
Rita,2
Barbiero,2
Giuseppe,2
Pietro,1
Senes,1
Giulio,1
20180305,1
Individuals,1
Affect,1
Perceived,1
Restorativeness,1
Environments,2
Observations,1
Behavioral,3
34,7
doi103390bs8030034,1
ISSN2076328X,1
PMC5867487,1
PMID29510581,1
Albrecht,1
Glen,1
Solastalgia,1
PAN,1
Activism,1
4155,1
Davis,15
Mark,7
H,26
1980,10
PsycTESTS,1
Dataset,1
doi101037t01093000,1
Clayton,1
Irkhin,1
NartovaBochaver,1
Sofya,1
20190330,1
Validation,1
Concern,1
Plants,1
85107,1
doi1017323181389182019185107,1
ISSN18138918,1
Elisabeth,1
Schumacher,1
Montada,1
Leo,1
Motivational,1
Basis,1
Protect,1
Behavior,4
178202,1
Bibcode1999EnvBe31178K,1
doi10117700139169921972056,1
ISSN00139165,2
S2CID143948653,1
Taciano,1
valid,2
structure,9
8094,1
doi101016jjenvp200909001,1
Sutton,1
Stephen,15
G,26
Gyuris,1
Emma,3
20150105,1
Optimizing,2
1633,1
Bibcode2015IJSHE1616S,1
doi101108ijshe0320130027,1
ISSN14676370,1
FStephan,1
Frantz,1
Cynthia,3
McPherson,1
503515,1
doi101016jjenvp200410001,1
S2CID1144969,1
Cheung,1
Hubert,1
Mazerolle,1
Lorraine,2
Possingham,1
Hugh,1
P,10
Biggs,1
Duan,1
methodological,1
translating,1
crosscultural,1
Adapting,1
Methods,4
Evolution,2
13791387,1
Bibcode2020MEcEv111379C,1
doi1011112041210x13465,1
ISSN2041210X,1
S2CID225424348,1
Navarro,1
Oscar,1
Olivos,1
Pablo,1
FleuryBahi,1
Ghozlane,1
20171212,1
Scale,1
Validity,2
Reliability,2
Context,5
2180,1
doi103389fpsyg201702180,1
ISSN16641078,4
PMC5733057,1
PMID29312052,1
Ienna,1
Marina,1
Rofe,1
Amelia,1
Gendi,1
Monica,2
Heather,2
Kelly,3
Michelle,3
Hayward,1
W,22
Callen,1
KlopToker,1
Kaya,1
Scanlon,1
Howell,1
Lachlan,1
Griffin,2
Andrea,4
20220412,1
Relative,1
Knowledge,3
Predicting,1
ProEnvironmental,1
4622,1
doi103390su14084622,1
hdl10536DRODU30166990,1
20081202,1
Effect,3
Reasoning,1
42,6
110134,1
doi1011770013916508325892,1
S2CID143878638,1
Talat,1
Ali,1
Ghulam,1
Asad,1
Humaira,1
20190318,1
CSR,1
dilapidation,1
Management,15
332351,1
doi101108mrr1220170408,1
ISSN20408269,1
S2CID150339615,1
Czap,2
Natalia,2
V,7
Hans,3
Burbach,1
20161223,1
Theoretical,1
Foundation,10
Avoiding,1
Tragedy,1
Commons,9
Economics,4
243279,1
doi10156110500000052,1
ISSN23266198,1
Brown,5
Katrina,1
Adger,1
Neil,3
DevineWright,1
Patrick,5
Anderies,1
Barr,1
Stewart,3
Bousquet,1
Francois,2
Butler,2
Evans,2
Louisa,1
Marshall,6
Nadine,1
Quinn,2
Tara,1
sustainability,4
56,5
1117,2
doi101016jgloenvcha201903003,1
ISSN09593780,1
S2CID159299883,1
Rose,3
Amanda,2
Rudolph,1
Karen,4
Potential,3
tradeoffs,1
Psychological,10
Bulletin,2
132,1
98131,1
doi10103700332909132198,1
ISSN19391455,1
PMC3160171,1
PMID16435959,1
Chen,9
Wuying,1
Lu,1
Jiamei,1
Liu,2
Lianqi,1
Lin,1
Wenyi,1
Gender,8
Differences,6
Advances,1
1423,1
doi103724SPJ1042201401423,1
ISSN16713710,1
Platt,1
Frederic,1
Keller,1
Vaughn,1
F,10
Empathic,1
Internal,2
Medicine,2
222226,1
doi101007bf02600129,1
ISSN08848734,1
PMID8014729,1
S2CID42768114,1
Barrington,1
Orion,2
Look,2
Dont,1
Touch,2
Magazine,2
Niess,1
Knittle,1
Davy,1
20220721,1
Composing,1
Infrastructures,1
Ecopedagogies,1
pp1731,1
doi10432497810032218072,1
ISBN9781003221807,1
Pulsinelli,1
Gabryella,1
Creating,2
Wake,1
Artists,1
Fighting,2
Widewalls,1
wwwwidewallsch,1
Curtis,9
20091124,1
inspiration,1
restoration,2
Restoration,1
174184,1
Bibcode2009EcoMR10174C,1
doi101111j14428903200900487x,1
ISSN14427001,1
Kucirkova,1
20190205,1
Storybooks,1
Conceptual,5
Framework,4
Based,4
Literary,1
121,3
doi103389fpsyg201900121,1
PMC6370723,1
PMID30804833,1
Network,8
Series,6
Holm,1
Exploring,3
Reading,8
Improvement,2
134139,1
Martin,3
Loon,1
Schuster,4
Books,3
Readers,1
Hiaasen,2
Hoot,2
Yearling,1
Flush,1
Ember,1
JC,1
1992,10
Limbo,1
Harpercollins,1
Fife,1
1991,5
Lot,1
Turtleback,1
Van,3
Allsburg,1
1990,13
PrattSerafini,1
RH,1
Crandell,1
Treasure,1
Dawn,1
Publications,4
Milkoreit,1
Manjana,1
20160205,1
promise,1
Reimagining,2
Climate,10
Abingdon,1
Oxon,1
Earthscan,1
pp171191,1
doi104324978131567146810,1
ISBN9781315671468,1
20231124citation,1
CS1,9
maint,9
location,13
20170516,1
doi102307jctv11hpszq,1
ISBN9780814274934,1
Richter,1
Isabell,1
Sumeldan,1
Avillanosa,1
Arlene,1
GabeThomas,1
Elizabeth,5
Creencia,1
Lota,1
Pahl,1
Sabine,1
20211122,1
Cocreated,1
Future,8
Scenarios,1
Tool,3
Communicate,1
Coastal,1
Communities,1
Palawan,1
Philippines,1
doi103389fpsyg2021627972,1
PMC8645572,1
PMID34880799,1
Lederwasch,1
Aleta,1
Scenario,1
Decisionmaking,1
Facilitate,1
Futures,7
Annual,4
153166,1
doi101884818331866cgpv06i0336048,1
ISSN18331866,1
Garner,3
Julie,3
Rossmanith,1
Eva,3
20210102,1
Using,6
Inspire,1
Positive,5
Transcontinental,1
Museum,2
46,3
4860,1
doi1010801059865020201852491,1
ISSN10598650,1
S2CID232125003,1
Kopnina,1
Helen,8
Anthropology,2
Incorporated,1
Yuria,1
Dacher,1
20231020,1
Kin,1
relationality,1
belonging,4
transcendence,1
doi103389fpsyg2023994508,1
PMC10622976,1
PMID37928574,1
Thompson,1
Gullone,1
Eleonora,1
20030101,1
Promotion,1
prosocial,3
38,2
175182,1
doi10108000050060310001707187,1
ISSN00050067,1
Komorosky,2
Dawna,2
ONeal,2
Keri,2
20151002,2
restorative,3
justice,5
animalassisted,2
395406,2
doi1010801028258020151093684,2
ISSN10282580,2
S2CID146610403,2
Arnold,5
Eric,6
Animal,4
Abuse,1
Warning,1
Sign,1
Massacres,1
Critique,1
Refinement,1
Homicide,1
722,1
doi1011771088767913511459,1
ISSN10887679,1
S2CID145456051,1
Evaluation,7
Lake,1
Superior,1
Zoos,1
Preschool,2
316,1
Khalid,1
Behavioural,1
66,3
Beth,3
LL,1
investigation,2
preference,3
ownership,2
Anthrozos,1
113127,2
doi102752089279306785593801,1
ISSN08927936,1
S2CID144545356,1
Measure,1
Effects,5
Companion,2
Bonding,1
Reports,1
931936,1
doi102466pr01990663931,1
ISSN00332941,1
PMID2377714,1
S2CID18913034,1
Rothgerber,1
Hank,1
Frances,1
doi101016jappet201403032,1
ISSN01956663,2
PMID24704704,1
S2CID16737933,1
Suggs,1
Suzanne,1
20100212,1
implications,7
101112,1
doi10108003057240903528733,1
ISSN03057240,1
S2CID145558039,1
Faver,1
Schoolbased,1
Children,13
32,3
365370,1
doi101016jchildyouth200910006,1
ISSN01907409,1
Psychic,1
numbing,1
carnism,2
Saybrook,1
pigs,1
cows,1
Red,3
Jared,2
Ruby,1
Steve,6
Luong,1
Mischel,1
Kulik,1
Juliana,1
Watkins,2
Hanne,1
Seigerman,1
Mirra,1
Rationalizing,1
91,1
114128,1
doi101016jappet201504011,1
hdl20500118209cf94fc6b4a94066af4a9c53d2fd3122,1
PMID25865663,1
S2CID11686309,1
Bastian,1
Brock,1
Haslam,1
Eating,2
Current,7
Directions,5
104108,1
doi1011770963721414525781,1
ISSN09637214,1
S2CID145339463,1
Megan,1
Hodson,1
Gordon,3
Dhont,1
Kristof,1
MacInnis,1
Cara,1
20190624,1
visually,2
associating,2
antiveganvegetarian,1
Group,10
Processes,1
Intergroup,1
Relations,2
818835,1
doi1011771368430219861848,1
ISSN13684302,1
S2CID164266896,1
Lexis,1
20210301,1
Facial,1
expression,4
PLOS,4
ONE,2
e0247808,1
Bibcode2021PLoSO1647808L,1
doi101371journalpone0247808,1
ISSN19326203,1
PMC7920373,1
PMID33647043,1
Kielland,1
Skjerve,1
sters,1
Zanella,1
AJ,1
Dairy,2
farmer,1
indicators,3
93,2
29983006,1
doi103168jds20092899,1
ISSN00220302,1
PMID20630216,1
Charities,1
Donate,1
Charity,3
Evaluators,1
Walsh,1
Owen,1
organizations,19
thehumaneleagueorg,1
Crime,15
20160630,1
doi1018356e70581eben,1
ISBN9789210580557,1
ISSN25216155,1
Kansky,1
Ruth,2
Tarek,1
humanwildlife,1
coexistence,1
Letters,2
Bibcode2022ConL15E2862K,1
doi101111conl12862,1
ISSN1755263X,1
Existing,2
Literature,3
Curator,1
61,6
327343,1
doi101111cura12257,1
ISSN00113069,1
Wellbeing,7
relevant,8
oneself,1
world1,1
Prof,1
Lindsay,7
Oades,7
potential,5
missing,6
ingredient,1
education2,1
systemsinformed,1
202034More,1
relates,1
communicate,3
20215Wellbeing,1
reflects,3
Higgins,2
20226Wellbeing,1
capability,5
practiceeditWellbeing,1
Literacy,10
underpinned,1
composition,2
intentionality5,1
7Wellbeing,1
practiceWellbeing,1
EducationeditThe,1
contextualized,1
educator,2
family,16
benefits8,1
insights,3
education20218Wellbeing,1
EducationeditWellbeing,1
influences,5
proactively,1
influencing,1
populations,2
students20209Referencesedit,1
Hou,2
Hanchao,2
Chin,1
TanChyuan,1
Slemp,3
Gavin,3
Conceptualization,1
Measurement,1
Preliminary,3
Empirical,6
Findings,2
Parents,3
Staff,9
1485,1
doi103390ijerph18041485,1
ISSN16617827,1
PMC7915895,1
PMID33557351,1
Link,1
Mathew,1
Murray,1
eds,35
WellBeing,2
pp169173,1
doi101007978331956889829,1
ISBN9783319568898,1
ignored,1
Kern,5
Margaret,8
Paige,2
Spong,1
Cass,1
Colla,1
Sharma,1
Kesh,1
Downie,1
Taylor,9
Sharp,3
Sonia,2
Siokou,1
Christine,3
20201101,1
705715,1
doi1010801743976020191639799,1
ISSN17439760,1
S2CID199156215,1
Allison,3
Laura,6
Lea,3
Flourishing,1
Classrooms,1
Applying,2
SystemsInformed,1
Approach,7
395405,1
doi101007s40688019002678,1
ISSN21592020,1
S2CID256429009,1
Jarden,1
Aaron,1
Ozturk,1
Corina,1
Huang,3
Lanxi,2
Capability,1
Practice,20
719,1
doi103390ijerph18020719,1
PMC7829945,1
PMID33467630,1
teacherbased,1
2243,1
doi1047602josepv2i112,1
ISSN27918300,1
S2CID245162711,1
Wehmeyer,1
Palgrave,8
doi1010079783030645373,1
ISBN9783030645366,1
S2CID238881430,1
Baker,1
Lisa,5
Raban,1
Bridie,1
20210101,1
419,1
Perceptions,1
5538,1
doi103390ijerph17155538,1
PMC7432493,1
PMID32751837,1
Wikimedia,6
originThis,2
container,6
category,14
Due,11
scope,6
contain,9
subcategories,8
subcategoriesCategories,1
locationWikimedia,1
Local,5
theatre,11
groupSocial,1
management,39
enterprises,3
nonprofit,5
sector,5
providers,6
charities,1
offices,1
etc1,1
Social,79
pursued,1
pedagogues,2
practitioners,3
economists,1
reference,2
Furthermore,3
1980s,2
personcentred,2
leadership,5
manages,1
sectorMost,1
scholars,5
agree,2
managers,2
managerial,1
staff,24
collaborate,1
partners,1
organisation2,1
1980s3,1
Established,1
qualifications,5
diplomas,2
combines,2
pedagogical,6
psychological,8
sociological,2
skillsDefinitioneditIn,1
todays,1
includes,27
functions,2
andor,1
finance,2
accounting,1
mission,2
statements,1
city,2
marketing,1
resource,1
quality,15
subdisciplines,1
administration4In,1
industries,1
branches,2
characteristics,5
provision,4
personcentered,2
services,16
peculiarities,1
labour,3
merit,1
goods,6
Against,5
socalled,2
specialised,1
companiesSome,1
special,8
consideration,2
resources,17
apply,5
When,5
lies,1
trusting,1
recipients,1
servicesTheoretical,1
FoundationseditFigure,1
Hybrid,2
Function,3
Education5The,1
theoretical,4
foundations,4
rooted,1
theories,12
studies6,1
Theories,3
psychodynamic,1
Understanding,9
socially,2
sustainable7Social,1
interdisciplinary,1
transdisciplinary,1
marked,2
hybrid,1
function,6
disciplines,2
economics,6
sciences,6
etcPrincipleseditSome,1
NASW,1
Standards,3
Case,7
LearningeditDespite,1
vast,1
subdiscipline,1
progress,8
discussion8This,1
itvteReferencesedit,1
Austin,1
20181201,1
19172017,1
Inform,1
92,3
548616,1
doi101086701278,1
ISSN00377961,1
S2CID149612302,1
Competencies,2
20150917,1
20210718,1
Patti,3
Rino,1
20130611,1
Overview,7
doi101093acrefore9780199975839013589,1
ISBN9780199975839,1
20210717,1
Wimpfheimer,1
Shelly,1
20040421,1
Leadership,5
Defined,1
Practicing,1
Managers,1
Administration,3
4556,1
doi101300J147v28n0104,1
ISSN03643107,1
Maik,3
20220616,1
Figshare,1
doi106084m9figshare20079650v1,1
journal,8
Cite,2
Approaches,3
Concepts,8
SpringerBriefs,1
doi1010079783031176326,1
ISBN9783031176319,1
Compact,1
20230312,1
Applied,5
doi1010079783031180385,1
ISBN9783031180378,1
lists,4
containing,2
categories,6
Topics,1
categoriesFor,1
SportWikimedia,1
Specialized,1
resettled,2
countryNewcomer,1
refugees,16
migrants,3
asylees,1
runaways,1
immigrants,6
integrate,4
refuge,2
adjust,6
linguistic,3
communities,6
Newcomer,12
selfefficacy,2
pursue,4
employment,9
trauma,10
shock,1
forced,4
displacement,5
longterm,6
prospects,2
stability,2
society1BackgroundeditNewcomer,1
Refugee,15
Convention,7
UNHCR,6
1951,2
listed,3
stating,1
satisfies,1
urgent,1
rapid,1
assimilation,4
149,1
agreement2There,1
estimate,2
260,1
asylumseekers,1
162,1
asylum,1
formally,3
resettled3,1
UN,6
228,1
declared,2
worldwide4,1
irregular,1
migration,2
upwards,1
totals5While,1
forcibly,1
displaced,2
hopes,2
beginning,3
countless,2
obstacles,1
education6,1
Forcibly,1
underrepresented,2
globally7,2
refugee,25
adolescents,2
84,2
globally8Challenges,1
practiceseditOverview,1
educationrelated,1
contextsNewcomer,1
Newcomers,4
barriers,6
accessing,2
demonstration,1
Host,1
fulfill,3
commitments,1
respect,3
all9,1
comprehensive,8
newcomer,32
rape,1
abuse,3
neglect,1
involuntary,1
affects,6
Trauma,3
imposes,1
Recognizing,2
traumainformed,5
assist,3
shifting,2
wrong,1
happened,4
moment10Additionally,1
institutionalized,1
racism,2
xenophobia,1
exacerbated,2
resettlement,2
explained,1
segmented,1
posits,1
constrained,1
ineffective,1
disadvantages,3
Better,3
full,2
positively,1
development11The,1
dealt,2
completely,3
alter,1
direction,1
Certain,1
supportive,2
tailored,3
reap,1
Moussa,1
refugeespecific,1
Within,3
Moussas,5
consisted,2
majority,8
Black,10
black,11
citywide,1
fostered,2
aspirations,1
success1,1
Specifically,1
percentage,2
differentiation,1
generic,2
85,3
schools1,1
specially,3
benefits,7
normal,2
prepares,1
studentsThese,1
types,18
fits,2
adversity,2
triple,1
disadvantage,1
underestimating,1
faced,11
immigrant,7
children12,1
Rather,1
categorizing,1
generalized,1
recognizing,1
struggles,1
proven,3
studentsResearch,1
addressing,3
personalized,4
adapting,2
classrooms,10
culturally,5
interstudent,2
collaboration,5
success13Comprehensive,1
needseditAcademic,1
precondition,1
acquisition,5
secure,3
housing,2
acculturation,1
support14,1
multicultural,1
adaptation,1
assessment,4
schoolprovided,1
escaped,1
traumatic,2
backgrounds,4
career,6
beneficial,7
paired,2
needspecific,1
students15Best,1
phases,3
introductory,2
period,12
intake,4
orientation,3
wraparound,3
contextIntake,1
employing,3
psychiatric,1
assessments,4
referrals,1
complete16,1
vital,1
roles,7
facilitating,2
personal,14
familial,1
counseling,2
advocacy,1
management17Cultural,1
formal,37
explanations,1
expectations,5
informal,17
conversations,1
administrators,3
Orientation,2
limited,11
interrupted,4
environment18,1
introduce,2
western,1
emphasis,8
use16Ongoing,1
onsite,2
clinics,1
extracurricular,1
Often,1
partner,1
communitybased,2
provisioning,1
needs19The,1
poverty,3
resentment,1
classmates,2
addressed,1
administrations,1
utilize,1
students17Academic,1
needseditSpecialized,1
programming,1
Sheltered,2
flexible,1
scheduling,2
students14Sheltered,1
placing,2
smaller,4
sizes,3
recommended,3
partial,1
education16,1
ESL,1
classes20Content,1
gradelevel,2
math,3
isolation,1
benefit,7
intellectually,1
track,4
graduation16Flexible,1
evenings,1
summers,1
weekends,1
responsibilities,1
education14FundingeditAs,1
approximately,4
globally,3
Least,1
Developed,2
Countries,8
hosted,2
worldwide3,1
infrastructure,4
educationEven,1
underfundedTeacher,1
trainingeditTeachers,1
manage,3
multilingual,1
psychosocial,2
supportResearch,1
indicates,2
success21,1
awareness,10
white,2
homogeneity,1
instructors,2
educated,16
teach,8
survivors,1
managing,1
diversity,3
